parameter_id,node_id,parameter_name,unit,value,min_value,max_value,context,confidence_level,source_document,extraction_date
PAR_4175,MAT_8055,массовая доля СаF2,%,,25,38,содержание флюорита в добываемом сырье,High,№ 06_24.pdf,2026-07-03
PAR_4176,MAT_8056,содержание СаF2,%,,13,23,содержание флюорита в отходах обогатительной фабрики,High,№ 06_24.pdf,2026-07-03
PAR_4177,PRO_8062,Содержание SiO2,%,,"1,25","1,4",В концентрате после флотации,High,№ 06_24.pdf,2026-07-03
PAR_4178,PRO_8065,Рабочая частота ультразвука,кГц,22,,,,High,№ 06_24.pdf,2026-07-03
PAR_4179,PRO_8065,Время обработки,мин,7,,,,High,№ 06_24.pdf,2026-07-03
PAR_4180,MAT_8075,Содержание флюорита,%,,"15,2","20,7",Пробы основного массива,High,№ 06_24.pdf,2026-07-03
PAR_4181,MAT_8075,Содержание кальцита,%,,"10,2","13,6",,High,№ 06_24.pdf,2026-07-03
PAR_4182,MAT_8075,Содержание SiO2,%,,"30,85","34,95",,High,№ 06_24.pdf,2026-07-03
PAR_4183,MAT_8075,Содержание Zn,%,,"0,33","0,50",,High,№ 06_24.pdf,2026-07-03
PAR_4184,EXP_8076,Концентрация меди в продуктивном растворе,мг/л,,,,"Максимальная концентрация меди в продуктивном растворе обусловлена применением комбинированного взрывного и реагентного воздействия на модель минерального массива, а также активацией выщелачивающего раствора",High,№ 06_24.pdf,2026-07-03
PAR_4185,MAT_8077,содержание меди,%,0.3,,,,High,№ 06_24.pdf,2026-07-03
PAR_4186,EQU_8078,состав,,"65.8% перхлората калия, 33.2–31.2% алюминиевой пудры, 1–3% дисульфида вольфрама",,,,High,№ 06_24.pdf,2026-07-03
PAR_4187,PRO_1135,продолжительность,мин,44,,,для достижения оптимальной концентрации меди в продуктивном растворе,High,№ 06_24.pdf,2026-07-03
PAR_4188,MAT_8082,Концентрация,% (мас.),10,,,Стандартный реагент,High,№ 06_24.pdf,2026-07-03
PAR_4189,PRO_7997,Продолжительность,ч,2,,,,High,№ 06_24.pdf,2026-07-03
PAR_4190,PRO_81,Извлечение флюорита,%,,64.33,95.16,При использовании ультразвуковой обработки,High,№ 06_24.pdf,2026-07-03
PAR_4191,MAT_8090,Содержание меди,%,0.3,,,,High,№ 06_24.pdf,2026-07-03
PAR_4192,PRO_1135,Концентрация меди,мг/л,659,381,659,При выщелачивании модельного материала после использования гидрокарбонатно-пероксидного раствора (NaHCO3*+Н2О2),High,№ 06_24.pdf,2026-07-03
PAR_4193,PRO_1135,Продолжительность выщелачивания,мин,44,0,140,При выщелачивании модельного материала после использования активного гипохлорит-хлоридного раствора,High,№ 06_24.pdf,2026-07-03
PAR_4194,PRO_8096,pH,,,,,влияет на образование гидроксида железа и ингибирование дальнейшего окисления пирита,High,№ 06_24.pdf,2026-07-03
PAR_4195,PRO_8102,потенциал компонентов природно-технической среды,,,,,учитывается при проведении рекультивации нарушенных горными работами земель,High,№ 06_24.pdf,2026-07-03
PAR_4196,PRO_8105,NIR,,,,,Отражение в ближней инфракрасной области спектра,High,№ 06_24.pdf,2026-07-03
PAR_4197,PRO_8105,RED,,,,,Отражение в красной области спектра,High,№ 06_24.pdf,2026-07-03
PAR_4198,MAT_8107,Содержание кислорода,мг/л,"4,95",,,До обработки ультразвуком,High,№ 06_24.pdf,2026-07-03
PAR_4199,MAT_8108,Содержание кислорода,мг/л,"20,41",,,До обработки ультразвуком,High,№ 06_24.pdf,2026-07-03
PAR_4200,MAT_8107,Содержание кислорода,мг/л,"5,36",,,После обработки ультразвуком,High,№ 06_24.pdf,2026-07-03
PAR_4201,MAT_8108,Содержание кислорода,мг/л,"11,54",,,После обработки ультразвуком,High,№ 06_24.pdf,2026-07-03
PAR_4202,PRO_81,угол смачивания,градус,,53,57,в зависимости от состава электролизного раствора,High,№ 06_24.pdf,2026-07-03
PAR_4203,PRO_6264,концентрация католита,%,,0,100,,High,№ 06_24.pdf,2026-07-03
PAR_4204,PRO_6264,концентрация анолита,%,,0,20,при добавлении к католиту,High,№ 06_24.pdf,2026-07-03
PAR_4205,PRO_81,Извлечение золота,%,более чем на 25%,,,При использовании продуктов электролиза,High,№ 06_24.pdf,2026-07-03
PAR_4206,PRO_81,Извлечение серебра,%,более чем на 17%,,,При использовании продуктов электролиза,High,№ 06_24.pdf,2026-07-03
PAR_4207,PRO_81,Угол смачивания,градусы,57,,,На поверхности пирита при использовании смеси католита и 10 % анолита,High,№ 06_24.pdf,2026-07-03
PAR_4208,PRO_81,Концентрация диксантогенида,мкмоль,"10,5·10–6",,,На поверхности пирита при использовании смеси католита и 10 % анолита,High,№ 06_24.pdf,2026-07-03
PAR_4209,PRO_8121,Время восстановления,лет,,10,45,"Время, за которое площадь будет покрыта растительностью",High,№ 06_24.pdf,2026-07-03
PAR_4210,PRO_8121,Температура,°C,,,,Температура воздуха и почвы оказывает существенное влияние на развитие растительных сообществ,High,№ 06_24.pdf,2026-07-03
PAR_4211,EQU_8123,скорость потока,м/с,,"1,6","1,8","скорость потока в ШМН сократилась с 2,3–2,7 до 1,6–1,8 м/с",High,№ 06_24.pdf,2026-07-03
PAR_4212,EQU_8123,глубина потока,мм,,30,,глубина потока – с 50–60 до 30 мм,High,№ 06_24.pdf,2026-07-03
PAR_4213,FAC_8130,Площадь покрытая растительностью,м2,,285941,939083,Динамика площадных характеристик за период с 2011 по 2022 г.,High,№ 06_24.pdf,2026-07-03
PAR_4214,FAC_8131,Площадь покрытая растительностью,м2,,567532,716088,Динамика площадных характеристик за период с 2011 по 2022 г.,High,№ 06_24.pdf,2026-07-03
PAR_4215,FAC_8130,Площадь нарушенных земель,м2,,228040,5046,Динамика площадных характеристик за период с 2011 по 2022 г.,High,№ 06_24.pdf,2026-07-03
PAR_4216,FAC_8131,Площадь нарушенных земель,м2,,311313,376596,Динамика площадных характеристик за период с 2011 по 2022 г.,High,№ 06_24.pdf,2026-07-03
PAR_4217,FAC_538,Коэффициент технической готовности,%,,90,,Первый год работы,High,№ 06_24.pdf,2026-07-03
PAR_4218,FAC_538,Мощность дизельного двигателя,кВт,120,,,,High,№ 06_24.pdf,2026-07-03
PAR_4219,EQU_3143,глубина бурения,м,,,32,,High,№ 06_24.pdf,2026-07-03
PAR_4220,EQU_1448,длина анкеров,м,,,3,,High,№ 06_24.pdf,2026-07-03
PAR_4221,FAC_8136,Площадь производственной площадки,га,,,593,Увеличение площади производственной площадки за 20 лет,High,№ 06_24.pdf,2026-07-03
PAR_4222,FAC_8136,"Площадь, покрытая растительностью",га,,,-593,"Снижение площади, покрытой растительностью, за 20 лет",High,№ 06_24.pdf,2026-07-03
PAR_4223,FAC_8136,Объем добычи угля,тыс. т,,2535,7100,Увеличение объемов добычи угля в Хабаровском крае с 2003 по 2022 год,High,№ 06_24.pdf,2026-07-03
PAR_4224,EQU_537,мощность,кВт,20,,,,High,№ 06_24.pdf,2026-07-03
PAR_4225,EQU_8146,мощность,кВт,21,,,,High,№ 06_24.pdf,2026-07-03
PAR_4226,MAT_6983,Содержание меди,%,,2.5,10,Зависит от периода разработки месторождения,High,№ 07_24.pdf,2026-07-03
PAR_4227,EQU_8167,длина,км,"7,2",,,,High,№ 07_24.pdf,2026-07-03
PAR_4228,EQU_8167,высота,м,,1600,1800,,High,№ 07_24.pdf,2026-07-03
PAR_4229,FAC_8182,Температура формирования,°C,,180,340,По данным термометрических исследований газожидких включений в минералах Агдуздагского рудного поля,High,№ 07_24.pdf,2026-07-03
PAR_4230,FAC_8182,Глубина формирования,м,,0,500,По данным термометрических исследований газожидких включений в минералах Агдуздагского рудного поля,High,№ 07_24.pdf,2026-07-03
PAR_4231,FAC_8182,Литостатическое давление,атм,,,200,По данным термометрических исследований газожидких включений в минералах Агдуздагского рудного поля,High,№ 07_24.pdf,2026-07-03
